Id,SalePrice
1461,112624.26766282329
1462,159737.94636413583
1463,186516.8734815587
1464,197154.6121587147
1465,205458.83082706347
1466,170109.88900904794
1467,174914.63129742775
1468,156537.39631961397
1469,212404.48089169478
1470,114814.72433948776
1471,154673.2571045191
1472,97527.34593843677
1473,93328.28323963154
1474,146113.08683519973
1475,106203.06141363218
1476,375890.81558947824
1477,262148.14959922066
1478,312082.3964182723
1479,304114.83067841816
1480,485293.0968562784
1481,309751.8998394542
1482,204474.36412499304
1483,176840.41236306302
1484,161547.6029852631
1485,177776.9409544551
1486,188131.25281489527
1487,335370.3425807903
1488,219411.9660479404
1489,203143.24942762978
1490,256155.40018322563
1491,201427.76394902272
1492,102686.82040088275
1493,185868.6176833903
1494,304891.9122491289
1495,288854.3477276364
1496,243632.51081723362
1497,175264.66230566194
1498,175571.04202229387
1499,162402.94320105758
1500,148934.2856819685
1501,195743.29852216307
1502,133174.90824703538
1503,357205.3757722023
1504,233242.04631427495
1505,224234.97549118462
1506,192313.90434047184
1507,257674.3807814827
1508,196161.43432637973
1509,154561.67563594136
1510,143516.92491153404
1511,160433.28190932798
1512,175159.27806040033
1513,150461.40562518063
1514,169875.42286225277
1515,207781.16899838636
1516,152518.47551579066
1517,183147.5502898627
1518,121383.39041737966
1519,221204.1234804383
1520,118756.43703336015
1521,134423.48497573932
1522,188248.21921054853
1523,111830.13266586227
1524,123503.8865797482
1525,116193.4505287697
1526,104050.35149088022
1527,102202.73824960868
1528,130357.31987483564
1529,161015.4084540043
1530,211705.54325544368
1531,129498.49199908681
1532,91968.65817575133
1533,166704.52793419437
1534,126818.7408488047
1535,150842.75630701234
1536,92779.97410441507
1537,46296.32451737486
1538,151585.59258536177
1539,206723.8754436377
1540,118826.8470658231
1541,142258.55729220662
1542,166038.50277640746
1543,188173.88671268514
1544,75079.39989807483
1545,120031.70521354274
1546,137800.58293747902
1547,136441.94652125338
1548,150984.19955316075
1549,126379.751716025
1550,143377.49788725906
1551,104036.82709362105
1552,153200.63728525589
1553,156954.83070611712
1554,113317.54944164699
1555,157685.3047995296
1556,74224.0656966445
1557,140420.88754116654
1558,107353.61935000683
1559,61007.59769306648
1560,116490.84676774111
1561,150667.3579201688
1562,131278.8484000254
1563,128492.29558550719
1564,162463.2915860524
1565,158050.73899396264
1566,227985.6119122699
1567,72302.07285562453
1568,220123.7604700645
1569,136256.57749483178
1570,125462.03836683676
1571,81828.26831109685
1572,150812.39459400263
1573,267756.806186861
1574,135835.691256142
1575,232531.00066418253
1576,230675.73165175208
1577,181736.67484831307
1578,158139.9029332423
1579,133883.6148392973
1580,189636.83797832445
1581,152376.9320092185
1582,134041.93621234043
1583,281799.9469159135
1584,219866.48779675766
1585,134110.46199900843
1586,81934.51183615677
1587,103555.94750940811
1588,152271.2981504479
1589,105550.47604178607
1590,122895.55272070573
1591,89774.99643230149
1592,127710.228552088
1593,128255.7969019688
1594,140415.03932517392
1595,117322.20185585853
1596,230619.94552556094
1597,210387.94426521982
1598,212923.71383869863
1599,193560.81379744853
1600,171550.16814471947
1601,51456.592111068836
1602,128839.09575736083
1603,36811.85895795253
1604,272246.321893874
1605,224203.0733730804
1606,148667.70135354565
1607,167521.9268835984
1608,200009.16715238302
1609,189909.0068507524
1610,150267.95314937975
1611,127132.80693868501
1612,186690.45419797866
1613,163801.73088307196
1614,136895.73084825353
1615,96196.6715334799
1616,72557.63103898225
1617,84133.46221814505
1618,134644.5797709978
1619,143337.360586854
1620,189941.14460517417
1621,130146.15828544123
1622,150305.93323925714
1623,254532.8775644144
1624,198184.20356577565
1625,116399.61712749966
1626,167474.823719435
1627,190934.6951793143
1628,275623.1163473858
1629,176931.86756038165
1630,365293.29545091063
1631,253810.803734484
1632,250745.15281384732
1633,170885.47783060934
1634,180923.36163782745
1635,169476.27815899852
1636,144755.87748888138
1637,200839.5332032176
1638,177618.38941383944
1639,182443.8987158138
1640,235670.51375854993
1641,181198.474240309
1642,250320.1573866203
1643,218201.37385162778
1644,235784.8909710747
1645,218007.17022434747
1646,155923.51805034306
1647,155547.37560922225
1648,127581.74568488079
1649,126002.3786763444
1650,105430.92971285206
1651,112402.1373258989
1652,98146.10291711803
1653,94291.10181169491
1654,144918.4967673865
1655,121155.87014619111
1656,140700.14273869054
1657,154443.82214408106
1658,145542.94271205377
1659,126728.95577274995
1660,148483.79898127652
1661,440447.22497376805
1662,386230.43694744044
1663,387132.5145882708
1664,533657.8415061512
1665,333752.4814384762
1666,324313.7538853929
1667,377358.2402092774
1668,360631.65682220424
1669,318662.1934895804
1670,363301.0225028519
1671,269580.7347568623
1672,408862.8954072239
1673,290223.77880734863
1674,246276.93897209567
1675,203057.14691437315
1676,206304.05486533072
1677,217138.51008032783
1678,473830.66076615767
1679,388420.7255249019
1680,341929.9760214292
1681,280457.34327550913
1682,320856.9793588307
1683,191561.4441522908
1684,168674.77498678124
1685,168593.89112736034
1686,161105.8939319365
1687,161161.48760350316
1688,180514.1815616479
1689,184462.0080505082
1690,187190.08645382262
1691,175867.80115615728
1692,252060.50866338878
1693,169028.86305111522
1694,180601.16033666665
1695,167026.41113234454
1696,263167.3091774547
1697,176098.25259992434
1698,341534.3420901706
1699,333494.3566627025
1700,271826.4951890867
1701,279745.3300521212
1702,236866.13946260326
1703,228746.41247573466
1704,269080.6295835611
1705,240615.82941865362
1706,191728.51503622887
1707,229702.9305129156
1708,202741.10937687414
1709,248013.31064816468
1710,219920.2965749984
1711,267860.15360262524
1712,253138.78386458737
1713,281947.5448400123
1714,227463.16731048227
1715,208503.07775629824
1716,186719.0910355423
1717,174757.79903654693
1718,152979.58051210767
1719,226369.5277180745
1720,253252.2263239525
1721,146873.75795589568
1722,117349.48754064855
1723,149717.58038725398
1724,218590.40819823946
1725,241737.9603871162
1726,186657.33307060823
1727,151597.59671391337
1728,153763.36786400288
1729,174451.65390404427
1730,169336.09164809948
1731,109638.65320456258
1732,132097.87629230402
1733,116789.48716063886
1734,121309.52967856615
1735,91019.23270275681
1736,94099.31909409215
1737,284912.58285090677
1738,264352.5165674876
1739,246619.45054665895
1740,219419.34692979825
1741,191491.68835017606
1742,177767.64535527158
1743,169410.9642176966
1744,361708.5684760803
1745,222166.82945937233
1746,191043.7798735925
1747,220796.51857182218
1748,224750.20552866723
1749,134102.48257408172
1750,134015.07698860037
1751,231191.30622216937
1752,106000.90868421135
1753,156677.88187541615
1754,196716.8922350493
1755,170069.2236926529
1756,142805.5552885101
1757,118200.85493404791
1758,144389.88282557967
1759,159331.71517127892
1760,161113.66084309973
1761,154780.10067822668
1762,185239.70591245987
1763,185807.81268206245
1764,114117.27328883184
1765,185936.36602406655
1766,186230.8532215668
1767,228128.57507949087
1768,139790.84927997875
1769,161800.94527307415
1770,147096.56411735562
1771,120701.76148518654
1772,132752.24224285275
1773,108932.94820521654
1774,155020.75105734734
1775,140052.640165617
1776,129675.47121707248
1777,108683.40011298488
1778,145520.03679554496
1779,136052.83188396497
1780,154721.89972354082
1781,126004.89438310484
1782,74122.38024904195
1783,141990.76896039012
1784,95180.74019908377
1785,140209.6965271762
1786,106255.90580959915
1787,148052.57606881062
1788,50504.6643532282
1789,103285.97707587505
1790,65703.2506981024
1791,199325.3513035326
1792,168598.50886209548
1793,139216.67640678192
1794,162742.8977496027
1795,134422.05545349745
1796,130243.56038009397
1797,118888.36887891055
1798,122536.98591010945
1799,97963.79371875618
1800,122652.73228220415
1801,123644.0795396084
1802,103021.10221035214
1803,159236.522173473
1804,121362.14151421232
1805,129330.33476943978
1806,130170.42589489135
1807,142325.8135860006
1808,118768.15771242953
1809,132652.71180107305
1810,140394.73717912118
1811,152228.58550405872
1812,112198.32993886038
1813,144251.71781391485
1814,97096.23501223073
1815,56396.40325884726
1816,99891.79573938796
1817,105668.84842585791
1818,166323.50508849337
1819,137917.90232849855
1820,29366.35391375111
1821,101681.45300869294
1822,152068.71367055416
1823,26496.784310472547
1824,128525.81122526235
1825,147043.52772784646
1826,99377.3291254883
1827,105872.23645824226
1828,142139.23776297751
1829,126617.77524536088
1830,152867.3697092159
1831,160787.5089473352
1832,32129.587433894834
1833,146948.11352771783
1834,119893.24704265545
1835,125520.1709559338
1836,138711.6218802489
1837,83292.58603454591
1838,120169.00434322645
1839,110339.52335091998
1840,151228.64743413773
1841,131433.47234593087
1842,68175.56506557722
1843,144836.81470121222
1844,142262.51257838245
1845,139512.35767050833
1846,157212.64643513339
1847,163665.90618412694
1848,42438.799723381846
1849,104603.47787232764
1850,106829.49812928517
1851,144307.3635221012
1852,106422.46968051273
1853,116014.14809343315
1854,169599.93703361222
1855,161102.23919174788
1856,219323.43143837494
1857,130600.78130807722
1858,147219.6489836099
1859,99860.12571729778
1860,142084.61512149518
1861,107737.16964135459
1862,303008.71588094684
1863,291077.71663438116
1864,291103.8037327187
1865,367199.4033965906
1866,344214.82359062834
1867,211392.54999431514
1868,288279.41880388
1869,205993.58377447008
1870,219258.63657467096
1871,257110.25049140098
1872,169146.85970366962
1873,239803.78240918258
1874,143416.31616457948
1875,183596.1736258735
1876,201795.63068572766
1877,208977.1588868323
1878,193539.84500808307
1879,139008.90263688605
1880,131229.13842924172
1881,245748.00360086226
1882,232272.95927943228
1883,183255.68971871684
1884,202835.56344834628
1885,226521.66348799126
1886,284992.7914363422
1887,216389.00487537275
1888,258034.9744051132
1889,164557.1076892768
1890,94277.55262141081
1891,97834.7460064244
1892,100935.27968442978
1893,131065.87663472892
1894,118867.81262399413
1895,134695.94723969672
1896,128046.77936817973
1897,121748.18458877403
1898,100448.77039146109
1899,161660.85554325423
1900,158381.5446909265
1901,193544.23284334154
1902,182391.28457002586
1903,218353.29965764857
1904,163625.06836626242
1905,202877.2433472218
1906,175497.38838196517
1907,239201.7258600851
1908,114077.20933555329
1909,127954.37126339067
1910,128653.06806835489
1911,232501.68994787347
1912,320384.72506799083
1913,150833.67289771198
1914,44533.3816493566
1915,348618.11810692376
1916,40756.658894092456
1917,223150.6478599254
1918,134038.8888592685
1919,154832.4481771148
1920,165227.328362121
1921,385233.2366727024
1922,345758.2909675277
1923,234573.6652008335
1924,231471.77219953504
1925,205196.8096095347
1926,384202.5192253789
1927,125160.91668287988
1928,174655.6731395442
1929,117776.23349944944
1930,123223.39379063842
1931,117261.73520772046
1932,125842.83609423359
1933,198999.2187914562
1934,190169.54761616234
1935,165043.20669721678
1936,211363.73234406122
1937,175623.68267265242
1938,164694.50283269543
1939,276681.4936584714
1940,203038.59000371906
1941,168802.14429699443
1942,153541.19636478394
1943,235965.4147871111
1944,380819.8824779572
1945,417140.4660589437
1946,149754.63431327464
1947,126848.90628704935
1948,180786.1410717963
1949,238405.8725928889
1950,185230.3188155351
1951,245372.2011270821
1952,202549.42728250407
1953,178319.17588985816
1954,180704.5475961389
1955,136972.80192194908
1956,288135.8937028351
1957,158401.72838047543
1958,241938.83723089134
1959,133773.56883796785
1960,92719.20269602444
1961,123507.83834056696
1962,94265.7999877928
1963,107294.73522207889
1964,105272.01504881319
1965,134150.13936573922
1966,141940.41562624797
1967,314880.9699645969
1968,412563.2421449871
1969,397055.4142179461
1970,401964.97927600704
1971,449402.9609664327
1972,371640.4819869461
1973,293118.405146927
1974,340731.7239433591
1975,335429.35972798726
1976,281508.44015887775
1977,367440.5272313651
1978,345189.2714153199
1979,325424.9441000529
1980,207325.5657539658
1981,360723.3912235268
1982,215987.80965793735
1983,199856.20412082045
1984,175763.50215476527
1985,231078.91124255286
1986,207081.0945158143
1987,208644.89315344562
1988,167056.72818787218
1989,185454.01439346516
1990,204822.52864457175
1991,232204.12620355788
1992,225285.32955818716
1993,163615.37877795397
1994,234222.83674397058
1995,182197.26971762732
1996,280602.47001146106
1997,315428.48375150806
1998,326183.8756091848
1999,310433.9134038423
2000,322051.4064727665
2001,288508.4443722497
2002,245562.79572391586
2003,239033.76003798193
2004,279464.599228306
2005,225545.48965812684
2006,222152.50255565927
2007,242518.37353773974
2008,235046.57444220965
2009,210919.37261180635
2010,195205.2952024284
2011,131094.51485010044
2012,179080.8804151562
2013,181564.84369237928
2014,187114.50224264673
2015,220654.06464227743
2016,197348.0190695718
2017,199498.72500443988
2018,100790.87839488944
2019,133109.97331566064
2020,75009.76583716221
2021,93026.61464894988
2022,213326.2377762677
2023,141098.92964555856
2024,288723.2075466991
2025,357607.6944971256
2026,168680.28601483433
2027,153883.0112629598
2028,156502.9882973665
2029,175378.18072337244
2030,259044.54772451438
